"Why are some people watching the body and others do not? Rembrandt depicted the men looking in different directions in order to create a dynamic and interactive composition. By following the different lines of sight, the viewer gains a good understanding of what is going on. All men are paying close attention: one looks at the dissected arm, while others look at the book in the lower right corner. The man on the far left looks straight at Dr Tulp and others make eye contact with the viewer, as if the viewer is sitting at the anatomy table and participates in the lesson.",People
"One of the people in the middle is looking upwards. What is he looking at? The man holding the notebook in the middle, at left of Dr Tulp, looks straight at the viewer. This little trick was often used by painters at the time in order to let the painting interact with the viewer.",People
"Why is that person looking at me? That man is looking at you in order to engage the viewer with the painting. By depicting figures that make eye contact with the spectator, Rembrandt invites the viewer to interact with the painting and to take part in the anatomy lesson, as it were. This was a trick that was commonly used by painters at the time.",People
"Is the man on the right a doctor? Yes, the man on the right is Dr. Nicolaes Tulp.",People
"Is he teaching the students? Yes, Dr. Tulp teaches the men about the anatomy of the human body.",People
"Is it a dead body? Yes, the man on the table is dead.",People
Who is the man in the hat? The man with the hat is Dr. Nicolaes Tulp.,People
"Who is the man on the right? The man on the right, wearing the black hat, is Dr. Nicolaes Tulp.",People
Who is the man in the hat? The man with the hat is Dr. Nicolaes Tulp.,People
What are they doing right now? Dr. Tulp is teaching an anatomy lesson to members of the Amsterdam barber surgeon's guild.,People
"Is that person already dead? Yes, the man on the table is dead.",People
"Why is that man looking us straight in the face instead of at the audience? That man looks straight at the viewer in order to create interaction between the painting and the spectator. The viewer is being invited to take place in the anatomy lesson, as it were. This is a trick that painters often used to make the painting more dynamic.",People
"Is doctor Tulp sitting in front? Dr Tulp is sitting at right of the corpse. He is the only one wearing a broad-rimmed, black hat.",People
What are they doing? Dr. Tulp is teaching an anatomy lesson to members of the Amsterdam barber surgeon's guild.,People
"Is that the doctor? Yes, the man with the black hat is Dr. Nicolaes Tulp.",People
"Are they students? Yes, but they were different from medical students today. The pictured men attending Dr Tulp's lesson were all practicing barber surgeons who performed a wide-range of procedures. Among them were bloodletting, cupping, extracting teeth, performing surgery and cutting hair. The barber surgeons of Amsterdam received theory lessons twice a week, led by a prominent doctor with a university degree. Additionally, they attended the annual anatomy lesson.",People
"Does it involve a corpse? Yes, it does involve a corpse.",People
"Why dont they look at the act? Rembrandt depicted the men looking in different directions in order to create a dynamic and interactive composition. By following the different lines of sight, the viewer gains a good understanding of what is going on. All men are paying close attention: one looks at the dissected arm, while others look at the book in the lower right corner. The man on the far left looks straight at Dr. Tulp and others make eye contact with the viewer, as if the viewer is sitting at the anatomy table and participates in the lesson.",People
What is Dr. Tulp doing? Dr. Tulp has dissected the arm of the corpse and teaches the anatomy of the arm to the men attending his lesson.,People
"Did the knowledge gained by an anatomy lesson transfer to the medical world at that time? Yes, it did. The praelector, appointed by the Amsterdam city council, was the only one allowed to perform anatomy lessons and dissections. He gave classes in the theory of anatomy twice a week to trainee surgeons. The public dissections were supplementary to these classes and were held far less frequently, around once a year.",Anatomy
"Did they always start first with the hand? No, they did not usually start with the hand. With the process of bodily decomposition in mind,  the dissection would usually start with the most perishable body parts, such as the stomach and intestines. The arm would be dealt with during a later stage of the anatomy lesson, which often took three days. Instead of painting the corpse's torso cut open, however, Rembrandt chose to depict only the dissection of the left arm, presumably to make the painting more attractive to look at.",Anatomy
"Why specifically that person? Why was he dissected? Te deceased person was chosen to be dissected, as he was a convicted criminal who was hanged on the same day the anatomy lesson took place. His name was Adriaan Adriaanszoon from Leiden, known as Aris Kindt. A notorious thief, his latest crime was violently stealing a coat, for which he was hanged. His corpse was subsequently made available to science.",Anatomy
"Why are that many people attending this autopsy? Rembrandt depicted seven men attending Dr Tulp's anatomy lesson. In reality, however, there would have been many more visitors, as a public anatomy lesson was a major event in seventeenth-century Amsterdam. For a fee, anyone could attend. The men depicted by Rembrandt paid him to be included in the painting.",Anatomy
"So, in that sense it was filthier than what you see here? Yes, it must have been filthier than what we see here. Rembrandt did not depict the dissections entirely veracious. With the process of bodily decomposition in mind,  the dissection would usually start with the most perishable body parts, such as the stomach and intestines. The arm would be dealt with during a later stage of the anatomy lesson. Instead of painting the corpe's torso cut open, Rembrandt chose to only depict the dissection of the left arm, presumably to make the painting more attractive.",Anatomy
"Did they actually dissect people at that time? Yes, they did, but not on a regular basis. In 1556 King Philip II gave permission to the Amsterdam surgeon's guild to dissect the body of an executed criminal once a year.",Anatomy
"Why did they dissect the body in reversed order this time? They did not start with dissecting the hand, even though Rembrandt's painting might imply this. With the process of bodily decomposition in mind,  the dissection would usually start with the most perishable body parts, such as the stomach and intestines. The arm would be dealt with during a later stage of the anatomy lesson. Rembrandt presumably chose to depict only the dissection of the left arm in order to make the painting more attractive to look at.",Anatomy
"Are there multiple anatomy lessons? Yes, more paintings of anatomy lessons have survived. Once a year, a public anatomy lesson was being held. After each lesson, a painting was commissioned to commemorate the event.",Anatomy
"Was there also an audience? Yes,  the annual anatomy lessons were open for the public. However, one had to pay a fee to get it.",Anatomy
"Why is the anatomy lesson displayed in reversed order? Rembrandt presumably chose to depict only the dissection of the left arm in order to make the painting more attractive to look at. It is also thought to be a reference to the famous anatomist Andreas Vesalius, who published a groundbreaking book on the human anatomy in 1543. A portrait of Vesalius is included in the book, in which he is depicted while dissecting an arm.",Anatomy
"Was it legal to be dissected during an anatomy lesson? Yes, it was. In 1556 King Philip II had given the surgeon's guild permission to dissect the body of an executed criminal once a year.",Anatomy
"So it is the dissection of a corpse? Yes, this is a dissection of a corpse of an executed criminal.",Anatomy
"Is the anatomy lesson completely veracious? No, the anatomy lesson is not completely veracious. For example, a dissection would usually start with the most perishable body parts, such as the stomach and intestines. The arm would be dealt with during a later stage. Additionally, more people would have attended the lesson, and the background Rembrandt depicted does not represent the anatomical theatre.",Anatomy
"How regular a dissection of a dead human body was made? In 1556 King Philip II had given the surgeon's guild permission to dissect the body of an executed criminal once a year. The annual public anatomy lesson was typically held in winter, as cold temperatures would slow down the decomposition of the corpse.",Anatomy
"How unusual was it at that time to dissect a human body? The dissection of a the body of an executed criminal would usually happen only once a year. Because of this infrequency, the anual anatomy lesson attracted many spectators.",Anatomy
"Were all anatomy lessons carried out using criminals? Yes, they were. In 1556, Philip II, King of Spain, had given permission to the Amsterdam surgeon's guild to dissect the body of an executed criminal once a year.",Anatomy
How often did an anatomy lesson like this take place? Once a month? Anatomy lessons typically took place once a year.,Anatomy
"How long had a person been dead before he was dissected? Aris Kindt was executed on January 31st 1632, the same day the anatomy lesson took place.",Anatomy
"Did you need a lot of money to attend such an anatomy lesson? The anatomy lessons that took place once a year were not only for the members of the guild, but they were open to the public. An entrance fee had to be paid, but it is not certain how high this fee was. As many people attended these anatomy lessons, it probably was not very expensive.",Anatomy
"And the guild was not accessible by the public, just by the doctors? The anatomy lessons that took place once a year were open to the public. An entrance fee had to be paid, but it is not certain how high this fee was. As many people attended these anatomy lessons, it probably was not very expensive.",Anatomy
"When did the dissection take place? This dissection took place on January 31st, 1632.",Anatomy
"Did it happen without anesthesia? The man on the table is dead, so anesthesia was not necessary.",Anatomy
"Were living people used for the anatomy lesson? No, the annual dissection was always applied to a corpse of an executed criminal.",Anatomy
"How did they acquire the corpse? The dead man on the table was Aris Kindt, a notorious criminal who had been executed  and whose body was used for dissection on that same day.",Anatomy
"Was it at that time accepted what is happening in the picture? Yes, this was a legal practice, but it did not happen on a regular basis. In 1556 King Philip II gave permission to the Amsterdam surgeon's guild to dissect the body of an executed criminal once a year.",Anatomy
"Was it common to have anatomy lessons? Yes, it was common to have anatomy lessons in the 17th century, but not on a regular basis. In 1556 King Philip II gave permission to the Amsterdam surgeon's guild to dissect the body of an executed criminal once a year.",Anatomy
"Was it shocking to depict people that were fully opened up? It is hard to say if it was shocking or not, but it certainly happened numerous times by Dutch artists during the seventeenth and eighteenth centuries. Other examples are 'The Anatomy Lesson of Dr Willem van der Meer' of 1617 by Michiel en Pieter van Mierevelt, and the only remaining fragment of Rembrandt's 'Anatomy Lesson of Dr Jan Deijman' (1656) which shows a dissection of the brain.",Anatomy
"Was it allowed to dissect human corpses at that time? Yes, it was. In 1556 King Philip II had given the surgeon's guild permission to dissect the body of an executed criminal once a year.",Anatomy
"Did it take place in winter? Yes, it did. The annual public anatomy lesson was typically held in winter, as cold temperatures would slow down the decomposition of the corpse. That is also the case with Rembrandt's painting of Dr Tulp. On 31 January 1632 Aris Kindt was hanged as a criminal and his body was made available to the dissection of the surgeon's guild on that same day.",Anatomy
Were only corpses from criminals used for anatomy lessons? Yes. In 1556 King Philip II had given the surgeon's guild permission to dissect the body of an executed criminal once a year.,Anatomy
"How often did anatomy lessons take place? In 1556 King Philip II had given the surgeon's guild permission to dissect the body of an executed criminal once a year. The annual public anatomy lesson was typically held in winter, as cold temperatures would slow down the bodily decomposition of the corpse.",Anatomy
"So they just put somebody there and then perform the surgery? The man on the table is dead. He was known as Aris Kindt, a man who had committed multiple crimes and burglaries. Eventually he was hanged for violently attempting to steal a coat, after which his body was made available for the public dissection on that same day.",Anatomy
"Do there exist multiple paintings about the anatomy lesson? Yes, there are several more painted anatomy lessons by Dutch artists from the seventeenth and eighteenth centuries. The earliest known Dutch painting of a dissection is 'The Anatomy Lesson of Dr Sebastiaen Egbertsz' by Aert Pietersz, dated 1601-1603.  One of the latest anatomy lessons was painted in 1758 by Tibout Regerts.",Anatomy
"Are there paintings where the corpse is completely opened? There are paintings and prints of anatomy lessons in which the torso of the body is opened up. An example is 'The Anatomy Lesson of Dr Willem van der Meer' of 1617, by Michiel en Pieter van Mierevelt. The only remaining fragment of Rembrandt's 'Anatomy Lesson of Dr Jan Deijman' (1656) shows a dissection of the brain.",Anatomy
"Why has only the arm been dissected here? With the process of bodily decomposition in mind,  the dissection would usually start with the most perishable body parts such as the stomach and intestines. The arm would be dealt with during a later stage of the anatomy lesson. Rembrandt presumably chose to depict only the dissection of the left arm in order to make the painting more attractive to look at. It is also thought to be a reference to the famous anatomist Andreas Vesalius, who published a groundbreaking book on the human anatomy in 1543. A portrait of Vesalius is included in the book, in which he is depicted while dissecting an arm.",Anatomy
"Isnt it remarkable that the arm is dissected, but the remaining parts of the body are still unopened? Yes, this is remarkable. With the process of bodily decomposition in mind,  the dissection would usually start with the most perishable body parts such as the stomach and intestines. The arm would be dealt with during a later stage of the anatomy lesson. Rembrandt presumably chose to depict only the dissection of the left arm in order to make the painting more attractive to look at. It is also thought to be a reference to the famous anatomist Andreas Vesalius, who published a groundbreaking book on the human anatomy in 1543. A portrait of Vesalius is included in the book, in which he is depicted while dissecting an arm.",Anatomy
Which muscle is being clamped? Dr Tulp shows the flexor muscles in the forearm that move the hand and fingers.,Anatomy
"Why did they specifically cut that arm and not for example a leg? Rembrandt presumably chose to depict only the dissection of the left arm in order to make the painting more attractive to look at. It is also thought to be a reference to the famous anatomist Andreas Vesalius, who published a groundbreaking book on the human anatomy in 1543. A portrait of Vesalius is included in the book, in which he is depicted while dissecting an arm.",Anatomy
"Wouldnt there be more interesting parts of the human body to dissect during an anatomy lesson? With the process of bodily decomposition in mind,  the dissection would usually start with the most perishable body parts such as the stomach and intestines. The arm would be dealt with during a later stage of the anatomy lesson, which often took three days. Rembrandt presumably chose to depict only the dissection of the left arm in order to make the painting more attractive to look at. It is also thought to be a reference to the famous anatomist Andreas Vesalius, who published a groundbreaking book on the human anatomy in 1543. A portrait of Vesalius is included in the book, in which he is depicted while dissecting an arm.",Anatomy
"Is it really possible for the arm to be in such a position? I am afraid I do not understand the question. Could you be a little more specific, please?",Anatomy
"It looks like a slice of meat? I am afraid I do not understand the question. Could you be a little more specific, please?",Anatomy
What is he extracting from the arm? Dr Tulp shows the flexor muscles in the forearm that move the hand and fingers.,Anatomy
"Why is the left arm cut open? Rembrandt presumably chose to depict only the dissection of the left arm in order to make the painting more attractive to look at. It is also thought to be a reference to the famous anatomist Andreas Vesalius, who published a groundbreaking book on the human anatomy in 1543. A portrait of Vesalius is included in the book, in which he is depicted while dissecting an arm.",Anatomy
"So, why specifically that arm? Rembrandt presumably chose to depict only the dissection of the left arm in order to make the painting more attractive to look at. It is also thought to be a reference to the famous anatomist Andreas Vesalius, who published a groundbreaking book on the human anatomy in 1543. A portrait of Vesalius is included in the book, in which he is depicted while dissecting an arm.",Anatomy
"Why arent the intestines removed and why is the head still there? With the process of bodily decomposition in mind,  the dissection would usually start with the most perishable body parts, such as the stomach and intestines. The arm would be dealt with during a later stage of the anatomy lesson, which often took three days. Rembrandt presumably chose to depict only the dissection of the left arm in order to make the painting more attractive to look at. It is also thought to be a reference to the famous anatomist Andreas Vesalius, who published a groundbreaking book on the human anatomy in 1543. A portrait of Vesalius is included in the book, in which he is depicted while dissecting an arm.",Anatomy
Which muscle does doctor Tulp hold up with his tongs? Dr Tulp shows the flexor muscles in the forearm that move the hand and fingers.,Anatomy
Which tendons are exposed? Dr Tulp shows the flexor muscles in the forearm that move the hand and fingers.,Anatomy
"Why does doctor Tulp have a different collar? Dr Tulp is wearing a simple flat collar, which was the latest fashion. It sets him apart from the other men who wear old-fashioned ruffs.",Fashion
"Are these real clothes that they used to wear when attending an anatomy lesson? No, they didn't wear clothes like these during an anatomy lesson. On the painting the surgeons are depicted in these rich clothes to show their wealth and status.",Fashion
"Why did only doctor Tulp wear a hat? Because Dr Tulp is the only one wearing a hat, he is set apart from the other surgeons. This implies he is the most important figure in the painting. He also has a different, more fashionable, collar.",Fashion
"Did they really wear these clothes? No, they didn't wear clothes like these during an anatomy lesson. On the painting the surgeons are depicted in these rich clothes to show their wealth and status.",Fashion
"Did people wear black to show that they were wealthy? Yes, black clothes made from expensive fabrics were worn to show status and wealth.",Fashion
Is there something special about the collars? The men wear these collars because they were fashionable at the time.,Fashion
"Is everyone wearing black because of fashion? Yes, black clothes made from expensive fabrics were fashionable at the time. They were worn to show status and wealth.",Fashion
"I see that all people have a beard and wear the same collar. Did everyone look like this at that time or especially these barber surgeons? The beards and the collars were in fashion at that time. Dr Tulp is wearing a simple flat collar, which was the latest fashion. It sets him apart from the other men who wear more old-fashioned ruffs.",Fashion
"Why is the doctor wearing another collar than the other people that surround the table? Dr Tulp is wearing a simple flat collar, which was the latest fashion. It sets him apart from the other men who wear old-fashioned ruffs.",Fashion
What are the white things around their neck? Those are the men's collars.,Fashion
"Why do they all have beards? These beards, also known as goatees, were fashionable at the time.",Fashion
"Is this a typical 17th century mustache? Yes, moustaches like this were fashionable in the seventeenth-century Netherlands.",Fashion
"Why did everyone have a goatee at that time? At the time, it was fashionable for wealthy men to have a well-groomed goatee and a moustache.",Fashion
"Does his collar show his importance? Dr Tulp is wearing a simple flat collar, which was the latest fashion. It sets him apart from the other men who wear old-fashioned ruffs.",Fashion
Why are they heaving such a collar? The men wear these collars as they were very fashionable at the time.,Fashion
"But the doctor is not wearing a collar? Dr Tulp is wearing a simple flat collar, which was the latest fashion. It sets him apart from the other men who wear old-fashioned ruffs.",Fashion
"Do the clothes that they wear have any meaning? No, the clothes do not have any specific meaning, but they do show the sitters' status and wealth.",Fashion
Why do people look into different directions? Rembrandt depicted the men looking in different directions in order to create a dynamic and exciting composition.,Painting Style
"Why is he looking at us? Two men are looking at us in order to engage the viewer with the painting. By depicting figures that make eye contact with the spectator, Rembrandt invites the viewer to interact with the painting and to take part in the anatomy lesson, as it were. This was a trick that was commonly used by painters at the time.",Painting Style
"Why does not anyone of these doctors look at the deceased person? One man looks at the dissected arm of the deceased person. Others, however, do not look at the corpse, but at Dr Tulp, at the book in the lower right corner, or at the viewer. By depicting the men looking in different directions, Rembrandt created a dynamic composition.",Painting Style
"What is going on with the eyes? Before Rembrandt painted the Anatomy Lesson of Dr Nicolaes Tulp in 1632, paintings of anatomy lessons were often much more static, as the portrayed figures all look in the same direction. By depicting the men looking into different directions, Rembrandt made the painting's composition dynamic and exciting.",Painting Style
"Why is the background not readable? The background is not readable because Rembrandt did not want to draw attention to it. Instead, he wanted the focus of the painting to be the anatomy lesson and the portrayed men.",Painting Style
"Two persons are looking at us. Why are they looking at us? These two men are looking at us in order to engage the viewer with the painting. By depicting figures that make eye contact with the spectator, Rembrandt invites the viewer to interact with the painting and to take part in the anatomy lesson, as it were. This was a trick that was commonly used by painters at the time.",Painting Style
