education,age,interest,num_of_questions,perc_correct,avg_time_to_answer,prev_skill_level,feedback,skill_level
3,14,0.35,0,0,0,0,0,0.426666667
3,13,0.25,0,0,0,0,0,0.216666667
1,13,0.27,0,0,0,0,0,0.178
3,13,0.57,0,0,0,0,0,0.394
1,13,0.33,0,0,0,0,0,0
1,13,0.51,0,0,0,0,0,0.247333333
2,14,0.62,0,0,0,0,0,0.485777778
2,13,0.48,0,0,0,0,0,0.277333333
2,14,0.38,0,0,0,0,0,0.336444444
2,14,0.29,0,0,0,0,0,0.080444444
2,15,0.41,0,0,0,0,0,0.273333333
2,14,0.35,0,0,0,0,0,0.217777778
2,15,0.58,0,0,0,0,0,0.486666667
2,14,0.37,0,0,0,0,0,0.130222222
2,13,0.36,0,0,0,0,0,0.208
1,14,0.43,0,0,0,0,0,0.233777778
1,15,0.32,0,0,0,0,0,0.106666667
1,14,0.3,0,0,0,0,0,0
3,14,0.39,0,0,0,0,0,0.464
2,13,0.55,0,0,0,0,0,0.217777778
2,13,0.29,0,0,0,0,0,0.067555556
2,13,0.1,0,0,0,0,0,0.057777778
1,13,0.1,0,0,0,0,0,0
1,15,0.44,0,0,0,0,0,0.246666667
1,13,0.69,0,0,0,0,0,0.299333333
2,13,0.43,0,0,0,0,0,0.148444444
1,13,0.51,0,0,0,0,0,0.247333333
1,15,0.62,0,0,0,0,0,0.206666667
1,13,0.24,0,0,0,0,0,0.169333333
3,15,0.56,0,0,0,0,0,0.66
3,13,0.61,0,0,0,0,0,0.528666667
1,14,0.18,0,0,0,0,0,0.156
1,15,0.39,0,0,0,0,0,0.23
1,15,0.32,0,0,0,0,0,0.006666667
2,14,0.11,0,0,0,0,0,0.068444444
2,14,0.1,0,0,0,0,0,0.162222222
1,13,0.1,0,0,0,0,0,0.128888889
1,15,0.67,0,0,0,0,0,0.123333333
2,15,0.48,0,0,0,0,0,0.32
1,13,0.31,0,0,0,0,0,0
2,15,0.62,0,0,0,0,0,0.513333333
1,13,0.33,0,0,0,0,0,0
2,15,0.51,0,0,0,0,0,0.44
3,13,0.28,0,0,0,0,0,0.342666667
3,13,0.1,0,0,0,0,0,0.086666667
2,15,0.34,0,0,0,0,0,0.126666667
3,14,0.67,0,0,0,0,0,0.725333333
3,15,0.71,0,0,0,0,0,0.71
1,14,0.26,0,0,0,0,0,0.180888889
1,13,0.42,0,0,0,0,0,0.121333333
2,14,0.17,0,0,0,0,0,0.105777778
1,14,0.52,0,0,0,0,0,0.261777778
2,14,0.73,0,0,0,0,0,0.554222222
1,13,0.19,0,0,0,0,0,0
3,14,0.71,0,0,0,0,0,0.662666667
2,15,0.2,0,0,0,0,0,0.133333333
2,13,0.47,0,0,0,0,0,0.171555556
2,13,0.31,0,0,0,0,0,0.279111111
2,15,0.52,0,0,0,0,0,0.446666667
1,15,0.44,0,0,0,0,0,0.046666667
3,14,0.4,0,0,0,0,0,0.373333333
3,15,0.43,0,0,0,0,0,0.33
3,14,0.42,0,0,0,0,0,0.392
1,13,0.54,0,0,0,0,0,0.056
2,13,0.2,0,0,0,0,0,0.215555556
1,14,0.31,0,0,0,0,0,0
1,15,0.21,0,0,0,0,0,0
1,15,0.38,0,0,0,0,0,0.126666667
2,14,0.28,0,0,0,0,0,0.174222222
1,14,0.1,0,0,0,0,0,0.031111111
2,14,0.24,0,0,0,0,0,0.149333333
1,15,0.43,0,0,0,0,0,0.143333333
2,15,0.2,0,0,0,0,0,0.133333333
1,15,0.7,0,0,0,0,0,0.333333333
2,13,0.69,0,0,0,0,0,0.498666667
2,14,0.45,0,0,0,0,0,0.38
1,13,0.54,0,0,0,0,0,0.156
3,14,0.14,0,0,0,0,0,0.030666667
3,15,0.39,0,0,0,0,0,0.29
2,15,0.17,0,0,0,0,0,0.013333333
2,13,0.46,0,0,0,0,0,0.365777778
2,13,0.24,0,0,0,0,0,0.038666667
1,14,0.34,0,0,0,0,0,0.005777778
1,13,0.21,0,0,0,0,0,0.160666667
3,13,0.63,0,0,0,0,0,0.646
2,13,0.32,0,0,0,0,0,0.084888889
2,15,0.64,0,0,0,0,0,0.326666667
1,14,0.1,0,0,0,0,0,0.031111111
2,14,0.43,0,0,0,0,0,0.267555556
1,14,0.65,0,0,0,0,0,0.202222222
1,13,0.28,0,0,0,0,0,0.180888889
3,14,0.31,0,0,0,0,0,0.389333333
2,15,0.27,0,0,0,0,0,0.08
2,15,0.2,0,0,0,0,0,0.233333333
3,13,0.52,0,0,0,0,0,0.550666667
2,13,0.16,0,0,0,0,0,0
2,14,0.74,0,0,0,0,0,0.560444444
3,13,0.47,0,0,0,0,0,0.507333333
2,15,0.51,0,0,0,0,0,0.44
3,13,0.47,0,0,0,0,0,0.507333333
2,14,0.46,0,0,0,0,0,0.286222222
2,14,0.76,0,0,0,0,0,0.472888889
2,15,0.65,0,0,0,0,0,0.433333333
2,13,0.33,0,0,0,0,0,0.090666667
2,13,0.34,0,0,0,0,0,0.296444444
1,15,0.27,0,0,0,0,0,0.19
1,13,0.52,0,0,0,0,0,0.050222222
1,14,0.12,0,0,0,0,0,0
2,13,0.27,0,0,0,0,0,0.056
3,15,0.18,0,0,0,0,0,0.28
1,14,0.53,0,0,0,0,0,0.064888889
3,15,0.57,0,0,0,0,0,0.47
2,15,0.15,0,0,0,0,0,0.2
2,14,0.61,0,0,0,0,0,0.379555556
1,14,0.44,0,0,0,0,0,0.236888889
3,15,0.43,0,0,0,0,0,0.53
3,13,0.23,0,0,0,0,0,0.199333333
1,13,0.1,0,0,0,0,0,0
3,15,0.47,0,0,0,0,0,0.57
3,15,0.53,0,0,0,0,0,0.53
1,14,0.13,0,0,0,0,0,0.040444444
1,15,0.61,0,0,0,0,0,0.303333333
1,15,0.49,0,0,0,0,0,0.063333333
1,13,0.22,0,0,0,0,0,0
2,13,0.27,0,0,0,0,0,0.256
1,14,0.1,0,0,0,0,0,0
3,14,0.23,0,0,0,0,0,0.114666667
3,15,0.32,0,0,0,0,0,0.32
1,13,0.1,0,0,0,0,0,0.128888889
3,13,0.1,0,0,0,0,0,0
3,14,0.65,0,0,0,0,0,0.606666667
3,14,0.26,0,0,0,0,0,0.342666667
1,13,0.74,0,0,0,0,0,0.313777778
1,15,0.62,0,0,0,0,0,0.306666667
1,15,0.29,0,0,0,0,0,0.096666667
3,15,0.34,0,0,0,0,0,0.44
2,15,0.25,0,0,0,0,0,0.266666667
1,15,0.42,0,0,0,0,0,0.14
2,13,0.4,0,0,0,0,0,0.131111111
3,13,0.57,0,0,0,0,0,0.594
1,14,0.31,0,0,0,0,0,0.096444444
2,13,0.82,0,0,0,0,0,0.473777778
3,14,0.35,0,0,0,0,0,0.426666667
2,13,0.28,0,0,0,0,0,0.161777778
2,15,0.18,0,0,0,0,0,0.12
1,15,0.59,0,0,0,0,0,0.096666667
3,13,0.75,0,0,0,0,0,0.55
2,14,0.17,0,0,0,0,0,0.105777778
2,14,0.23,0,0,0,0,0,0.143111111
1,14,0.34,0,0,0,0,0,0.105777778
3,14,0.34,0,0,0,0,0,0.217333333
2,13,0.44,0,0,0,0,0,0.254222222
2,14,0.41,0,0,0,0,0,0.155111111
1,14,0.62,0,0,0,0,0,0.092888889
3,14,0.21,0,0,0,0,0,0.296
3,13,0.31,0,0,0,0,0,0.268666667
3,15,0.1,0,0,0,0,0,0.1
2,14,0.18,0,0,0,0,0,0.212
2,14,0.44,0,0,0,0,0,0.273777778
1,15,0.26,0,0,0,0,0,0.086666667
1,14,0.1,0,0,0,0,0,0.131111111
1,13,0.45,0,0,0,0,0,0.03
3,13,0.21,0,0,0,0,0,0.082
2,15,0.76,0,0,0,0,0,0.506666667
2,13,0.24,0,0,0,0,0,0.138666667
1,15,0.33,0,0,0,0,0,0.11
3,13,0.59,0,0,0,0,0,0.611333333
2,13,0.24,0,0,0,0,0,0.038666667
1,14,0.65,0,0,0,0,0,0.302222222
1,14,0.34,0,0,0,0,0,0.205777778
3,15,0.4,0,0,0,0,0,0.3
2,15,0.5,0,0,0,0,0,0.333333333
3,14,0.4,0,0,0,0,0,0.373333333
3,15,0.34,0,0,0,0,0,0.44
2,13,0.55,0,0,0,0,0,0.317777778
2,15,0.61,0,0,0,0,0,0.506666667
1,13,0.2,0,0,0,0,0,0.157777778
1,15,0.47,0,0,0,0,0,0.156666667
1,13,0.35,0,0,0,0,0,0.201111111
3,15,0.15,0,0,0,0,0,0.15
3,13,0.54,0,0,0,0,0,0.568
3,15,0.27,0,0,0,0,0,0.27
1,14,0.16,0,0,0,0,0,0
3,13,0.19,0,0,0,0,0,0.164666667
1,13,0.43,0,0,0,0,0,0.024222222
2,13,0.19,0,0,0,0,0,0.209777778
1,13,0.55,0,0,0,0,0,0.058888889
2,15,0.51,0,0,0,0,0,0.44
3,15,0.1,0,0,0,0,0,0.1
3,13,0.25,0,0,0,0,0,0.316666667
1,14,0.1,0,0,0,0,0,0.131111111
3,14,0.72,0,0,0,0,0,0.672
2,14,0.7,0,0,0,0,0,0.535555556
3,15,0.46,0,0,0,0,0,0.46
1,15,0.49,0,0,0,0,0,0.063333333
1,13,0.47,0,0,0,0,0,0.135777778
1,13,0.39,0,0,0,0,0,0.212666667
2,13,0.37,0,0,0,0,0,0.113777778
3,15,0.14,0,0,0,0,0,0.24
2,15,0.45,0,0,0,0,0,0.2
1,13,0.3,0,0,0,0,0,0.186666667
3,15,0.52,0,0,0,0,0,0.42
2,14,0.27,0,0,0,0,0,0.168
2,14,0.47,0,0,0,0,0,0.192444444
3,13,0.43,0,0,0,0,0,0.372666667
1,13,0.58,0,0,0,0,0,0.067555556
2,13,0.56,0,0,0,0,0,0.323555556
2,15,0.45,0,0,0,0,0,0.3
3,14,0.54,9,0.666666667,62,0.635,1,0.880624371
3,13,0.48,17,0.470588235,74,0.472941176,-1,0.35536979
1,15,0.19,17,0.529411765,80,0.444558824,1,0.572418777
2,14,0.48,7,0.571428571,48,0.548571429,1,0.714937942
2,13,0.46,3,0.333333333,62,0.365,-1,0.11554671
1,13,0.53,1,0,58,0.1325,-1,0
1,13,0.36,4,0.25,56,0.2775,1,0.126503743
3,14,0.29,6,0.666666667,51,0.5725,1,0.836087592
3,14,0.73,4,0.75,50,0.745,0,1
2,15,0.47,2,0.5,58,0.4925,-1,0.395713624
1,14,0.63,14,0.5,42,0.5325,-1,0.43143226
1,13,0.72,14,0.357142857,59,0.447857143,-1,0.214022169
2,13,0.47,11,0.363636364,67,0.390227273,-1,0.147892242
1,13,0.22,4,0.25,62,0.2425,0,0.011395798
3,13,0.44,10,0.5,47,0.485,0,0.498259397
3,14,0.38,15,0.6,73,0.545,1,0.734003583
2,15,0.56,11,0.727272727,94,0.685454545,-1,0.807146173
3,15,0.46,13,0.846153846,49,0.749615385,-1,0.9
1,15,0.45,8,0.625,53,0.58125,0,0.715349641
1,15,0.2,20,0.5,34,0.425,-1,0.328742193
3,14,0.32,13,0.615384615,79,0.541538462,-1,0.554322727
2,15,0.82,7,0.857142857,55,0.847857143,0,1
3,14,0.27,19,0.578947368,98,0.501710526,1,0.678610155
3,15,0.15,1,1,55,0.7875,-1,0.9
3,14,0.17,19,0.578947368,46,0.476710526,-1,0.442384309
2,13,0.42,18,0.388888889,63,0.396666667,1,0.380160372
2,13,0.57,8,0.375,53,0.42375,1,0.400859885
1,14,0.68,20,0.5,36,0.545,-1,0.466422533
3,14,0.19,11,0.545454545,58,0.456590909,1,0.610104035
1,15,0.69,8,0.625,62,0.64125,1,0.862671521
1,14,0.1,10,0.3,36,0.25,1,0.147375557
1,15,0.45,2,0.5,58,0.4875,0,0.488424167
1,13,0.19,1,0,59,0.0475,0,0
2,14,0.5,15,0.533333333,42,0.525,1,0.660635239
3,13,0.31,16,0.4375,78,0.405625,1,0.442957541
3,13,0.1,2,0.5,57,0.4,1,0.522923311
2,13,0.4,20,0.35,42,0.3625,0,0.209391239
2,14,0.12,20,0.45,66,0.3675,-1,0.206828167
1,13,0.83,11,0.363636364,39,0.480227273,-1,0.230134911
3,13,0.56,8,0.5,57,0.515,-1,0.399657172
3,14,0.67,14,0.714285714,55,0.703214286,1,1
3,13,0.16,6,0.333333333,62,0.29,1,0.216746915
2,15,0.41,17,0.705882353,63,0.631911765,-1,0.736985304
2,15,0.39,13,0.692307692,66,0.616730769,1,0.9274066
2,15,0.4,4,0.75,61,0.6625,1,1
2,13,0.7,14,0.428571429,49,0.496428571,-1,0.303453819
3,14,0.45,20,0.65,70,0.6,1,0.839984943
2,14,0.18,12,0.416666667,40,0.3575,-1,0.176197381
3,13,0.26,1,0,59,0.065,0,0
1,14,0.24,1,0,61,0.06,0,0
1,15,0.56,15,0.6,51,0.59,0,0.673107872
2,14,0.73,20,0.65,74,0.67,1,0.919967677
1,15,0.74,9,0.666666667,67,0.685,-1,0.739604386
2,14,0.26,19,0.473684211,72,0.420263158,1,0.508782733
3,13,0.56,10,0.5,55,0.515,-1,0.407219787
1,15,0.52,2,0.5,58,0.505,1,0.616735479
1,14,0.28,17,0.352941176,44,0.334705882,-1,0.088666709
2,13,0.46,11,0.363636364,56,0.387727273,1,0.361904981
3,13,0.64,15,0.533333333,57,0.56,1,0.690471664
2,14,0.59,5,0.6,60,0.5975,-1,0.58126818
1,13,0.55,20,0.3,53,0.3625,0,0.175192366
2,15,0.66,4,0.75,54,0.7275,-1,0.886572
1,13,0.46,11,0.272727273,56,0.319545455,1,0.187847666
1,14,0.41,2,0.5,55,0.4775,1,0.588284931
1,14,0.35,19,0.368421053,76,0.363815789,0,0.221756156
2,14,0.8,20,0.65,77,0.6875,-1,0.743409862
2,14,0.54,14,0.571428571,76,0.563571429,1,0.735531583
3,15,0.56,19,0.842105263,67,0.771578947,0,1
1,13,0.25,2,0,62,0.0625,0,0
2,14,0.36,6,0.5,57,0.465,0,0.463705275
2,13,0.42,4,0.25,55,0.2925,-1,0
3,13,0.32,6,0.5,52,0.455,0,0.460148704
3,15,0.39,20,0.8,55,0.6975,1,1
1,13,0.3,3,0.333333333,60,0.325,-1,0.050188295
1,14,0.47,17,0.411764706,50,0.426323529,0,0.337565178
2,14,0.48,19,0.526315789,36,0.514736842,1,0.617222045
1,15,0.57,9,0.666666667,64,0.6425,1,0.907566491
2,13,0.8,12,0.5,76,0.575,-1,0.463511115
3,14,0.21,5,0.6,58,0.5025,0,0.600857467
2,14,0.32,18,0.5,40,0.455,-1,0.361790662
3,15,0.66,16,0.875,54,0.82125,1,1
1,14,0.7,17,0.529411765,82,0.572058824,-1,0.50540871
3,13,0.1,2,0.5,56,0.4,-1,0.304462189
1,13,0.44,14,0.285714286,62,0.324285714,1,0.209269232
1,14,0.32,15,0.4,74,0.38,1,0.388601839
1,13,0.55,15,0.266666667,71,0.3375,0,0.112408029
1,14,0.66,10,0.5,60,0.54,-1,0.427155408
2,15,0.22,16,0.625,76,0.52375,0,0.640716983
3,15,0.61,13,0.846153846,52,0.787115385,0,1
3,14,0.55,11,0.727272727,63,0.682954545,1,1
3,15,0.1,19,0.684210526,60,0.538157895,0,0.718546037
1,14,0.12,14,0.285714286,47,0.244285714,-1,0
1,14,0.76,20,0.55,51,0.6025,-1,0.566400406
1,15,0.6,8,0.625,60,0.61875,1,0.85495933
1,14,0.57,2,0.5,56,0.5175,-1,0.429192676
1,14,0.32,16,0.375,76,0.36125,1,0.325385224
1,15,0.29,13,0.538461538,45,0.476346154,-1,0.408246819
1,13,0.26,19,0.210526316,61,0.222894737,1,0.1
3,13,0.35,13,0.461538462,67,0.433653846,0,0.377643236
1,14,0.49,12,0.416666667,58,0.435,-1,0.246648961
1,13,0.39,20,0.25,53,0.285,0,0.040698699
1,15,0.34,11,0.545454545,56,0.494090909,1,0.65376396
3,15,0.35,7,0.714285714,52,0.623214286,1,0.957865387
2,15,0.26,7,0.571428571,60,0.493571429,0,0.576900818
2,13,0.51,6,0.333333333,51,0.3775,-1,0.112176166
1,13,0.43,17,0.235294118,37,0.283970588,1,0.130038771
2,15,0.51,15,0.733333333,49,0.6775,0,0.937321843
1,13,0.47,18,0.277777778,52,0.325833333,-1,0.011375813
1,14,0.36,13,0.384615385,38,0.378461538,-1,0.157249723
3,14,0.39,2,0.5,55,0.4725,-1,0.379435071
3,14,0.1,14,0.5,75,0.4,1,0.50089497
1,13,0.42,1,0,60,0.105,0,0
2,15,0.48,7,0.714285714,54,0.655714286,0,0.876065924
1,13,0.23,4,0.25,61,0.245,1,0.1
2,14,0.54,14,0.571428571,60,0.563571429,0,0.615743431
3,14,0.52,7,0.714285714,51,0.665714286,0,0.86453477
1,13,0.21,14,0.214285714,64,0.213214286,0,0
2,14,0.33,2,0.5,59,0.4575,-1,0.356441434
1,15,0.43,7,0.571428571,63,0.536071429,0,0.60066961
3,13,0.44,11,0.454545455,54,0.450909091,1,0.498280481
2,13,0.76,4,0.5,60,0.565,0,0.577642909
1,14,0.1,13,0.307692308,80,0.255769231,-1,0
1,15,0.58,2,0.5,58,0.52,-1,0.411381
1,14,0.26,12,0.333333333,51,0.315,-1,0.036127116
2,14,0.23,13,0.461538462,59,0.403653846,0,0.371565152
3,15,0.55,7,0.857142857,47,0.780357143,1,1
3,14,0.25,15,0.6,82,0.5125,-1,0.502366364
2,14,0.37,18,0.5,49,0.4675,-1,0.362909741
2,14,0.28,20,0.5,82,0.445,-1,0.340032804
1,15,0.32,17,0.529411765,53,0.477058824,-1,0.403053635
3,15,0.8,2,1,57,0.95,-1,0.9
1,15,0.36,2,0.5,54,0.465,0,0.453490864
3,13,0.47,1,0,59,0.1175,-1,0
2,15,0.44,12,0.666666667,29,0.61,1,0.891499628
2,15,0.76,9,0.777777778,40,0.773333333,1,1
1,13,0.47,9,0.222222222,60,0.284166667,-1,0
2,13,0.49,2,0.5,57,0.4975,0,0.482939497
2,15,0.1,13,0.615384615,54,0.486538462,1,0.704708403
2,13,0.67,15,0.466666667,57,0.5175,-1,0.378394676
3,14,0.41,5,0.6,58,0.5525,-1,0.554937599
2,14,0.38,18,0.5,66,0.47,1,0.5661054
1,15,0.1,1,0,61,0.025,1,0.1
1,15,0.44,3,0.666666667,54,0.61,0,0.778361168
2,15,0.42,2,0.5,55,0.48,0,0.473883624
1,15,0.61,14,0.642857143,48,0.634642857,1,0.889330603
1,14,0.32,5,0.4,53,0.38,1,0.394213722
2,14,0.2,11,0.454545455,60,0.390909091,1,0.425217913
1,14,0.39,11,0.363636364,70,0.370227273,0,0.242540595
2,13,0.19,13,0.307692308,63,0.278269231,1,0.187920691
3,15,0.47,19,0.842105263,70,0.749078947,1,1
3,14,0.43,3,0.666666667,54,0.6075,1,0.894820524
2,13,0.32,5,0.4,53,0.38,1,0.378336048
3,13,0.33,20,0.45,75,0.42,1,0.464877321
3,15,0.34,16,0.75,55,0.6475,1,1
3,15,0.13,8,0.75,46,0.595,0,0.830415998
3,13,0.49,18,0.5,45,0.4975,1,0.580277945
3,15,0.51,11,0.818181818,69,0.741136364,0,1
1,13,0.52,7,0.285714286,60,0.344285714,-1,0.024098185
1,15,0.28,8,0.5,38,0.445,-1,0.340670992
1,15,0.19,17,0.529411765,64,0.444558824,-1,0.333965931
2,13,0.39,14,0.357142857,85,0.365357143,1,0.325756299
2,13,0.22,17,0.294117647,24,0.275588235,0,0.066504856
3,14,0.24,7,0.571428571,53,0.488571429,0,0.552880639
3,13,0.34,14,0.428571429,72,0.406428571,-1,0.230905682
2,15,0.29,2,0.5,54,0.4475,-1,0.35208442
1,14,0.44,13,0.461538462,54,0.456153846,0,0.427371897
2,13,0.64,8,0.375,61,0.44125,0,0.324856381
2,14,0.1,3,0.333333333,55,0.275,1,0.210583585
1,13,0.1,20,0.15,77,0.1375,1,0.1
3,15,0.45,9,0.777777778,70,0.695833333,-1,0.890168692
2,15,0.23,2,0.5,53,0.4325,-1,0.341138191
1,13,0.1,10,0.1,66,0.1,0,0
2,14,0.63,4,0.5,60,0.5325,1,0.628449341
2,14,0.36,3,0.666666667,55,0.59,0,0.786651888
2,13,0.22,10,0.3,57,0.28,0,0.079259722
3,15,0.16,17,0.705882353,53,0.569411765,0,0.773098503
3,13,0.1,2,0.5,59,0.4,-1,0.320936822
1,14,0.49,20,0.45,47,0.46,0,0.417115262
2,15,0.53,20,0.75,50,0.695,-1,0.847039046
2,15,0.33,19,0.684210526,62,0.595657895,1,0.889910483
3,14,0.27,14,0.571428571,65,0.496071429,0,0.568103614
1,14,0.64,16,0.5,76,0.535,0,0.520266111
1,13,0.28,2,0,59,0.07,0,0
3,13,0.23,19,0.421052632,26,0.373289474,1,0.39571716
1,15,0.14,15,0.466666667,56,0.385,1,0.456588459
1,14,0.51,15,0.466666667,82,0.4775,-1,0.348233783
2,15,0.59,20,0.75,60,0.71,0,0.959956911
3,15,0.45,4,0.75,58,0.675,-1,0.821458279
2,15,0.68,12,0.75,72,0.7325,1,1
1,14,0.5,9,0.444444444,47,0.458333333,1,0.496396978
1,13,0.39,19,0.263157895,74,0.294868421,1,0.157384236
1,15,0.69,1,1,55,0.9225,1,1
3,15,0.2,5,0.8,60,0.65,-1,0.864467562
3,15,0.14,19,0.736842105,74,0.587631579,0,0.808096705
3,13,0.39,18,0.444444444,54,0.430833333,1,0.482214714
1,14,0.1,13,0.307692308,63,0.255769231,1,0.162455568
1,14,0.3,20,0.4,56,0.375,0,0.277796381
3,14,0.59,20,0.7,66,0.6725,1,0.973068622
3,14,0.39,7,0.571428571,50,0.526071429,0,0.610186567
2,13,0.37,1,0,60,0.0925,0,0
1,13,0.1,3,0,59,0.025,-1,0
3,14,0.37,5,0.6,53,0.5425,1,0.745031554
1,13,0.16,3,0,57,0.04,1,0.1
1,15,0.3,19,0.526315789,42,0.469736842,1,0.595814902
2,13,0.35,2,0.5,52,0.4625,0,0.457106055
3,14,0.33,3,0.666666667,56,0.5825,0,0.760105759
3,14,0.22,17,0.588235294,61,0.496176471,0,0.582251596
2,14,0.31,5,0.4,59,0.3775,-1,0.176391979
1,13,0.41,9,0.222222222,51,0.269166667,0,0
2,13,0.14,1,0,61,0.035,-1,0
1,13,0.39,5,0.2,55,0.2475,0,0
3,15,0.24,9,0.777777778,54,0.643333333,-1,0.826247081
3,15,0.32,18,0.777777778,55,0.663333333,0,0.948256551
3,14,0.87,6,0.833333333,56,0.8425,-1,0.9
3,14,0.65,11,0.727272727,51,0.707954545,-1,0.852354897
3,14,0.76,9,0.777777778,45,0.773333333,0,1
1,13,0.23,18,0.166666667,63,0.1825,1,0.1
1,13,0.46,13,0.230769231,45,0.288076923,-1,0
1,14,0.63,12,0.5,39,0.5325,0,0.547374864
1,14,0.33,20,0.4,47,0.3825,1,0.364699181
3,14,0.12,8,0.5,60,0.405,-1,0.318064748
3,13,0.27,9,0.444444444,55,0.400833333,1,0.422935978
1,15,0.43,16,0.5625,41,0.529375,1,0.67301839
1,15,0.33,12,0.583333333,61,0.52,-1,0.501502908
2,14,0.28,12,0.5,48,0.445,1,0.535143463
3,13,0.54,7,0.571428571,55,0.563571429,1,0.71397149
2,13,0.28,20,0.3,74,0.295,1,0.210247654
1,14,0.34,18,0.388888889,67,0.376666667,-1,0.15657823
1,13,0.14,11,0.181818182,51,0.171363636,-1,0
1,14,0.75,8,0.5,61,0.5625,1,0.667529537
3,13,0.62,2,0.5,59,0.53,-1,0.429238389
3,14,0.48,14,0.642857143,60,0.602142857,-1,0.645941789
3,14,0.43,15,0.666666667,50,0.6075,-1,0.701988988
1,14,0.51,1,0,60,0.1275,1,0.1
2,15,0.4,1,1,56,0.85,1,1
2,13,0.32,17,0.352941176,38,0.344705882,1,0.30137424
3,15,0.4,5,0.8,57,0.7,1,1
1,13,0.27,1,0,61,0.0675,1,0.1
3,14,0.45,5,0.6,50,0.5625,-1,0.55195319
1,15,0.38,3,0.666666667,57,0.595,0,0.785153664
2,15,0.38,8,0.625,49,0.56375,1,0.771110626
2,13,0.32,5,0.4,48,0.38,0,0.291771136
2,15,0.1,8,0.625,60,0.49375,1,0.72628452
1,13,0.2,4,0.25,59,0.2375,-1,0
1,14,0.47,5,0.4,64,0.4175,0,0.317053456
1,14,0.36,8,0.375,43,0.37125,1,0.35678711
1,15,0.3,18,0.555555556,89,0.491666667,-1,0.436860365
3,13,0.5,15,0.466666667,43,0.475,-1,0.329758742
2,15,0.5,8,0.75,54,0.6875,-1,0.833415647
1,15,0.42,20,0.6,63,0.555,0,0.669122357
2,14,0.41,15,0.533333333,52,0.5025,1,0.634055551
2,14,0.43,15,0.533333333,50,0.5075,0,0.538184133
1,14,0.12,17,0.294117647,39,0.250588235,0,0.035975754
2,14,0.53,19,0.578947368,28,0.566710526,1,0.74805503
2,14,0.59,8,0.625,48,0.61625,0,0.728410031
2,14,0.59,1,1,55,0.8975,1,1
2,15,0.28,10,0.6,65,0.52,1,0.728595545
2,15,0.36,12,0.666666667,40,0.59,0,0.765219318
1,14,0.62,18,0.5,53,0.53,-1,0.437562377
3,13,0.19,11,0.363636364,68,0.320227273,0,0.170980851
1,15,0.1,12,0.5,56,0.4,1,0.481373781
2,14,0.62,18,0.611111111,58,0.613333333,-1,0.632347142
1,14,0.4,11,0.454545455,87,0.440909091,-1,0.305040424
1,15,0.57,1,1,55,0.8925,1,1
3,13,0.68,8,0.5,63,0.545,0,0.544105609
2,14,0.37,20,0.5,47,0.4675,0,0.468583891
2,13,0.21,12,0.333333333,47,0.3025,0,0.131175209
1,14,0.38,2,0.5,55,0.47,0,0.475141804
1,14,0.41,3,0.333333333,60,0.3525,1,0.297515779
2,15,0.51,9,0.777777778,53,0.710833333,0,0.997742243
1,13,0.57,10,0.3,44,0.3675,-1,0.067271036
2,13,0.34,14,0.357142857,59,0.352857143,-1,0.114399682
1,15,0.59,1,1,53,0.8975,-1,0.9
1,14,0.44,5,0.4,62,0.41,1,0.404411112
